root_id,n_tweets,n_inbound,n_outbound
1375747,4,2,2
1375794,2,1,1
1375855,2,1,1
1375863,6,4,2
1375873,2,1,1
1375884,2,1,1
1375902,2,1,1
1375905,3,2,1
1375928,5,3,2
1375935,2,1,1
1375998,2,1,1
1376015,2,1,1
1376019,3,1,2
1376034,2,1,1
1376053,2,1,1
1376101,4,2,2
1376111,2,1,1
1376185,6,2,4
1376218,4,2,2
1376224,3,2,1
1376231,4,2,2
1376306,3,2,1
1376347,2,1,1
1376357,6,5,1
1376368,2,1,1
1376372,2,1,1
1376380,2,1,1
1376467,2,1,1
1376469,2,1,1
1376482,2,1,1
1376523,4,2,2
1376620,2,1,1
1376626,2,1,1
1376630,2,1,1
1376633,2,1,1
1376642,4,2,2
1376660,2,1,1
1376670,2,1,1
1376722,2,1,1
1376748,2,1,1
1376759,6,3,3
1376764,2,1,1
1376785,2,1,1
1376787,2,1,1
1376821,5,3,2
1376848,3,2,1
1376860,2,1,1
1376901,2,1,1
1376909,2,1,1
1376917,2,1,1
1376925,4,2,2
1376940,2,1,1
1376947,6,4,2
1376973,2,1,1
1376998,2,1,1
1377024,11,8,3
1377047,2,1,1
1377054,10,5,5
1377082,2,1,1
1377085,3,2,1
1377097,2,1,1
1377100,2,1,1
1377110,2,1,1
1377186,4,2,2
1377201,2,1,1
1377205,2,1,1
1377215,3,1,2
1377231,2,1,1
1377268,3,2,1
1377289,3,1,2
1377298,16,11,5
1377305,4,3,1
1377329,12,7,5
1377336,2,1,1
1377383,4,2,2
1377385,2,1,1
1377396,3,1,2
1377414,4,2,2
1377449,2,1,1
1377464,4,2,2
1377474,2,1,1
1377482,2,1,1
1377557,4,2,2
1377560,2,1,1
1377569,3,1,2
1377597,2,1,1
1377657,7,5,2
1377756,2,1,1
1377758,2,1,1
1377764,2,1,1
1377775,2,1,1
1377789,2,1,1
1377843,2,1,1
1377872,2,1,1
1377874,2,1,1
1377883,2,1,1
1377971,2,1,1
1377979,3,1,2
1378008,2,1,1
1378021,2,1,1
1378058,3,2,1
1378072,4,2,2
1378076,3,2,1
1378078,2,1,1
1378086,2,1,1
1378110,3,1,2
1378183,3,2,1
1378185,2,1,1
1378188,3,2,1
1378305,3,2,1
1378319,3,2,1
1378344,12,7,5
1378409,3,2,1
1378411,2,1,1
1378525,3,1,2
1378554,2,1,1
1378601,2,1,1
1378643,6,2,4
1378665,6,3,3
1378694,2,1,1
1378706,5,2,3
1378718,4,2,2
1378726,3,2,1
1378754,2,1,1
1378807,2,1,1
1378822,2,1,1
1378842,3,2,1
1378869,6,2,4
1378919,2,1,1
1378970,3,1,2
1379027,2,1,1
1379040,2,1,1
1379042,2,1,1
1379048,2,1,1
1379067,3,2,1
1379089,3,2,1
1379153,4,2,2
1379166,4,2,2
1379171,2,1,1
1379227,14,7,7
1379253,6,4,2
1379278,2,1,1
1379284,2,1,1
1379382,7,4,3
1379388,2,1,1
1379398,5,4,1
1379437,2,1,1
1379528,3,1,2
1379545,3,1,2
1379582,6,3,3
1379644,2,1,1
1379652,2,1,1
1379654,2,1,1
1379658,2,1,1
1379660,2,1,1
1379751,4,3,1
1379761,4,2,2
1379766,2,1,1
1379823,10,6,4
1379830,4,2,2
1379837,2,1,1
1379866,7,3,4
1379893,20,9,11
1379924,2,1,1
1379964,11,6,5
1379978,2,1,1
1379998,2,1,1
1380003,5,3,2
1380039,7,4,3
1380051,2,1,1
1380053,2,1,1
1380079,2,1,1
1380157,2,1,1
1380162,6,4,2
1380165,3,2,1
1380172,2,1,1
1380196,2,1,1
1380199,4,2,2
1380202,2,1,1
1380414,2,1,1
1380434,2,1,1
1380451,15,9,6
1380462,2,1,1
1380529,4,2,2
1380565,4,2,2
1380647,6,3,3
1380658,5,3,2
1380662,4,3,1
1380665,2,1,1
1380674,4,3,1
1380678,2,1,1
1380709,4,2,2
1380727,3,1,2
1380732,2,1,1
1380749,8,4,4
1380863,6,3,3
1380874,3,1,2
1380889,2,1,1
1380902,3,1,2
1380929,2,1,1
1381024,2,1,1
1381044,2,1,1
1381053,11,6,5
1381064,2,1,1
1381076,4,2,2
1381105,4,2,2
1381145,2,1,1
1381180,3,2,1
1381210,6,3,3
1381221,2,1,1
1381283,2,1,1
1381291,2,1,1
1381301,3,2,1
1381313,3,1,2
1381360,2,1,1
1381378,7,5,2
1381400,7,4,3
1381419,2,1,1
1381430,2,1,1
1381462,23,14,9
1381499,3,1,2
1381566,9,5,4
1381575,2,1,1
1381636,2,1,1
1381660,5,3,2
1381663,2,1,1
1381687,2,1,1
1381755,3,1,2
1381760,3,1,2
1381805,4,2,2
1381921,6,4,2
1381926,2,1,1
1381989,4,2,2
1382025,2,1,1
1382033,5,3,2
1382071,4,2,2
1382091,2,1,1
1382098,3,2,1
1382120,2,1,1
1382134,4,2,2
1382151,2,1,1
1382154,3,1,2
1382189,2,1,1
1382217,7,4,3
1382276,6,3,3
1382312,2,1,1
1382315,3,2,1
1382345,2,1,1
1382353,2,1,1
1382424,6,4,2
1382453,9,5,4
1382460,2,1,1
1382465,2,1,1
1382487,3,1,2
1382499,9,5,4
1382544,2,1,1
1382585,2,1,1
1382687,3,1,2
1382739,2,1,1
1382747,2,1,1
1382761,3,2,1
1382825,2,1,1
1382944,2,1,1
1382951,7,3,4
1382975,6,4,2
1382980,5,3,2
1382983,2,1,1
1382994,9,4,5
1383025,3,1,2
1383038,6,3,3
1383058,8,4,4
1383086,2,1,1
1383119,5,4,1
1383146,2,1,1
1383150,2,1,1
1383152,2,1,1
1383241,2,1,1
1383263,2,1,1
1383291,2,1,1
1383293,3,1,2
1383303,3,1,2
1383372,2,1,1
1383376,2,1,1
1383401,4,2,2
1383427,2,1,1
1383443,3,2,1
1383484,3,2,1
1383510,5,2,3
1383536,4,2,2
1383596,5,4,1
1383611,2,1,1
1383642,3,1,2
1383680,2,1,1
1383714,4,2,2
1383718,4,2,2
1383735,2,1,1
1383748,2,1,1
1383773,2,1,1
1383887,2,1,1
1383914,4,2,2
1383941,2,1,1
1383983,2,1,1
1384021,2,1,1
1384031,3,1,2
1384036,5,3,2
1384057,5,1,4
1384133,4,2,2
1384145,2,1,1
1384148,3,2,1
1384151,12,6,6
1384181,6,3,3
1384192,2,1,1
1384236,2,1,1
1384284,2,1,1
1384286,3,1,2
1384309,16,12,4
1384312,4,2,2
1384405,4,3,1
1384489,3,2,1
1384503,12,5,7
1384510,2,1,1
1384524,2,1,1
1384529,4,2,2
1384558,8,4,4
1384560,2,1,1
1384565,9,5,4
1384591,2,1,1
1384595,2,1,1
1384598,6,3,3
1384627,2,1,1
1384651,2,1,1
1384684,3,1,2
1384700,3,2,1
1384706,2,1,1
1384782,2,1,1
1384786,21,12,9
1384824,5,2,3
1384834,3,2,1
1384863,2,1,1
1384866,3,2,1
1384878,8,4,4
1384919,8,7,1
1384952,2,1,1
1384957,3,2,1
1384980,3,1,2
1384995,2,1,1
1385100,2,1,1
1385102,2,1,1
1385108,2,1,1
1385131,2,1,1
1385144,2,1,1
1385152,4,2,2
1385177,3,2,1
1385191,4,1,3
1385206,5,3,2
1385223,2,1,1
1385258,6,3,3
1385305,2,1,1
1385316,7,3,4
1385321,2,1,1
1385344,2,1,1
1385349,2,1,1
1385355,4,2,2
1385358,2,1,1
1385386,6,3,3
1385404,6,3,3
1385471,4,2,2
1385598,2,1,1
1385680,4,3,1
1385772,5,3,2
1385863,2,1,1
1385865,2,1,1
1385924,2,1,1
1385969,4,3,1
1385975,6,3,3
1386035,3,2,1
1386074,4,2,2
1386093,4,3,1
1386151,2,1,1
1386153,19,14,5
1386176,2,1,1
1386195,4,1,3
1386229,4,2,2
1386239,2,1,1
1386272,2,1,1
1386279,2,1,1
1386328,10,6,4
1386356,3,1,2
1386369,8,6,2
1386419,5,3,2
1386426,3,2,1
1386467,4,2,2
1386518,2,1,1
1386565,9,6,3
1386584,6,3,3
1386595,2,1,1
1386670,4,2,2
1386683,2,1,1
1386762,2,1,1
1386790,2,1,1
1386794,20,10,10
1386830,2,1,1
1386841,8,3,5
1386844,2,1,1
1386851,2,1,1
1386863,2,1,1
1386933,13,7,6
1386945,2,1,1
1386953,2,1,1
1386987,3,2,1
1386998,2,1,1
1387006,9,6,3
1387020,2,1,1
1387040,2,1,1
1387136,7,4,3
1387191,6,3,3
1387239,3,2,1
1387257,6,4,2
1387300,3,1,2
1387381,5,3,2
1387408,10,6,4
1387432,2,1,1
1387496,2,1,1
1387508,2,1,1
1387510,2,1,1
1387522,8,5,3
1387557,3,1,2
1387570,2,1,1
1387593,2,1,1
1387613,4,2,2
1387636,2,1,1
1387649,2,1,1
1387652,4,2,2
1387710,8,4,4
1387748,2,1,1
1387753,5,3,2
1387786,2,1,1
1387925,3,2,1
1387956,2,1,1
1387960,11,7,4
1387996,2,1,1
1388075,2,1,1
1388086,12,6,6
1388095,4,2,2
1388137,2,1,1
1388139,2,1,1
1388167,8,3,5
1388180,5,2,3
1388218,4,2,2
1388266,2,1,1
1388277,2,1,1
1388304,8,6,2
1388387,2,1,1
1388409,4,1,3
1388432,2,1,1
1388497,4,2,2
1388572,4,2,2
1388587,3,1,2
1388593,3,2,1
1388609,2,1,1
1388617,2,1,1
1388759,6,2,4
1388935,2,1,1
1388945,4,2,2
1388959,5,2,3
1388982,4,2,2
1388990,5,3,2
1388994,3,2,1
1389013,2,1,1
1389113,2,1,1
1389115,2,1,1
1389162,2,1,1
1389165,6,3,3
1389196,6,3,3
1389208,3,1,2
1389216,3,2,1
1389244,3,2,1
1389266,5,3,2
1389295,2,1,1
1389311,4,2,2
1389314,3,1,2
1389378,2,1,1
1389397,2,1,1
1389446,2,1,1
1389464,2,1,1
1389469,3,2,1
1389477,2,1,1
1389479,2,1,1
1389569,13,7,6
1389645,2,1,1
1389656,2,1,1
1389662,14,12,2
1389695,2,1,1
1389704,2,1,1
1389713,2,1,1
1389744,2,1,1
1389913,3,2,1
1389954,2,1,1
1389957,6,3,3
1390060,3,2,1
1390063,3,2,1
1390073,2,1,1
1390077,2,1,1
1390080,3,2,1
1390135,2,1,1
1390166,2,1,1
1390172,6,3,3
1390185,6,4,2
1390236,7,3,4
1390242,2,1,1
1390244,2,1,1
1390287,2,1,1
1390359,3,1,2
1390365,2,1,1
1390367,2,1,1
1390375,2,1,1
1390401,2,1,1
1390403,2,1,1
1390405,2,1,1
1390410,2,1,1
1390416,2,1,1
1390452,2,1,1
1390458,6,3,3
1390473,4,2,2
1390505,3,2,1
1390511,2,1,1
1390532,7,5,2
1390536,5,2,3
1390543,2,1,1
1390545,3,1,2
1390582,5,3,2
1390609,2,1,1
1390635,2,1,1
1390669,4,2,2
1390702,4,2,2
1390755,6,5,1
1390766,2,1,1
1390785,2,1,1
1390825,5,3,2
1390918,2,1,1
1390924,6,3,3
1390953,2,1,1
1390963,6,3,3
1391035,2,1,1
1391037,2,1,1
1391042,2,1,1
1391047,2,1,1
1391059,2,1,1
1391113,2,1,1
1391147,2,1,1
1391235,6,3,3
1391259,6,3,3
1391282,4,2,2
1391298,2,1,1
1391336,2,1,1
1391338,2,1,1
1391371,2,1,1
1391376,9,6,3
1391387,2,1,1
1391414,5,4,1
1391438,2,1,1
1391445,7,5,2
1391448,2,1,1
1391486,2,1,1
1391534,2,1,1
1391557,4,2,2
1391564,2,1,1
1391572,2,1,1
1391575,4,2,2
1391578,2,1,1
1391640,5,2,3
1391677,4,2,2
1391688,2,1,1
1391690,2,1,1
1391709,2,1,1
1391726,2,1,1
1391738,13,9,4
1391756,2,1,1
1391771,3,2,1
1391786,2,1,1
1391793,2,1,1
1391821,7,4,3
1391859,2,1,1
1391872,2,1,1
1391884,7,5,2
1391910,5,2,3
1391984,2,1,1
1391998,2,1,1
1392019,2,1,1
1392076,2,1,1
1392078,2,1,1
1392105,10,5,5
1392202,2,1,1
1392225,8,5,3
1392253,8,5,3
1392261,3,2,1
1392263,2,1,1
1392278,10,4,6
1392305,3,2,1
1392348,6,4,2
1392396,2,1,1
1392429,2,1,1
1392462,2,1,1
1392495,2,1,1
1392525,2,1,1
1392556,6,2,4
1392567,6,4,2
1392602,3,2,1
1392607,4,2,2
1392683,2,1,1
1392724,2,1,1
1392772,4,1,3
1392776,2,1,1
1392784,5,3,2
1392794,4,2,2
1392828,2,1,1
1392840,2,1,1
1392855,2,1,1
1392859,2,1,1
1392927,6,3,3
1392948,4,2,2
1392960,2,1,1
1392995,2,1,1
1392997,2,1,1
1393084,4,2,2
1393100,4,2,2
1393104,5,3,2
1393110,8,5,3
1393138,2,1,1
1393150,4,2,2
1393214,2,1,1
1393253,2,1,1
1393275,3,1,2
1393314,5,3,2
1393345,6,4,2
1393410,8,4,4
1393444,4,2,2
1393486,2,1,1
1393488,2,1,1
1393608,2,1,1
1393623,2,1,1
1393680,2,1,1
1393697,3,2,1
1393704,3,2,1
1393768,18,16,2
1393812,2,1,1
1393918,2,1,1
1393927,2,1,1
1393977,3,2,1
1394019,2,1,1
1394036,2,1,1
1394050,2,1,1
1394067,4,2,2
1394112,4,2,2
1394116,5,1,4
1394141,6,3,3
1394187,9,6,3
1394205,3,2,1
1394258,2,1,1
1394266,8,5,3
1394292,4,3,1
1394294,2,1,1
1394320,3,2,1
1394395,2,1,1
1394427,3,2,1
1394440,7,3,4
1394448,4,3,1
1394454,2,1,1
1394456,2,1,1
1394477,2,1,1
1394526,2,1,1
1394612,2,1,1
1394635,2,1,1
1394680,5,3,2
1394731,2,1,1
1394745,4,2,2
1394753,2,1,1
1394795,2,1,1
1394812,4,2,2
1394817,2,1,1
1394847,5,3,2
1394859,10,6,4
1394867,2,1,1
1394900,2,1,1
1394902,2,1,1
1394906,2,1,1
1394908,2,1,1
1394920,4,2,2
1394956,2,1,1
1394958,2,1,1
1394963,3,2,1
1395020,2,1,1
1395035,2,1,1
1395053,2,1,1
1395082,4,2,2
1395110,4,2,2
1395120,3,2,1
1395144,3,2,1
1395201,4,2,2
1395206,2,1,1
1395212,2,1,1
1395214,2,1,1
1395277,20,12,8
1395340,2,1,1
1395345,4,2,2
1395356,4,2,2
1395370,5,3,2
1395387,2,1,1
1395391,2,1,1
1395397,2,1,1
1395469,4,2,2
1395473,2,1,1
1395537,3,1,2
1395541,3,2,1
1395554,11,5,6
1395597,2,1,1
1395664,4,2,2
1395675,4,2,2
1395750,6,5,1
1395768,2,1,1
1395812,2,1,1
1395861,2,1,1
1395991,2,1,1
1396020,2,1,1
1396022,2,1,1
1396028,2,1,1
1396064,2,1,1
1396108,2,1,1
1396124,2,1,1
1396133,18,9,9
1396178,2,1,1
1396205,2,1,1
1396220,2,1,1
1396282,4,2,2
1396287,2,1,1
1396300,2,1,1
1396315,2,1,1
1396318,3,2,1
1396326,3,1,2
1396417,2,1,1
1396433,4,2,2
1396436,2,1,1
1396446,2,1,1
1396456,2,1,1
1396476,2,1,1
1396499,4,2,2
1396522,4,3,1
1396530,2,1,1
1396532,2,1,1
1396597,4,2,2
1396668,3,2,1
1396698,3,2,1
1396723,5,3,2
1396727,4,2,2
1396759,9,6,3
1396824,6,3,3
1396854,2,1,1
1396873,3,2,1
1396894,3,2,1
1396968,3,2,1
1396992,2,1,1
1397018,2,1,1
1397030,5,3,2
1397096,2,1,1
1397154,6,3,3
1397199,2,1,1
1397263,3,2,1
1397319,4,2,2
1397349,2,1,1
1397356,7,6,1
1397366,2,1,1
1397387,2,1,1
1397421,2,1,1
1397507,2,1,1
1397533,2,1,1
1397544,7,5,2
1397665,6,2,4
1397670,2,1,1
1397682,3,1,2
1397702,2,1,1
1397735,2,1,1
1397739,2,1,1
1397835,7,5,2
1397850,2,1,1
1397901,4,2,2
1397906,4,2,2
1397919,2,1,1
1397921,2,1,1
1397942,2,1,1
1397960,2,1,1
1398012,3,2,1
1398014,3,1,2
1398043,4,2,2
1398049,2,1,1
1398113,2,1,1
1398116,2,1,1
1398120,2,1,1
1398127,4,3,1
1398148,2,1,1
1398151,4,2,2
1398219,2,1,1
1398233,3,1,2
1398253,6,3,3
1398291,6,4,2
1398296,9,4,5
1398343,3,2,1
1398358,2,1,1
1398364,3,2,1
1398407,2,1,1
1398441,5,3,2
1398444,3,1,2
1398451,6,4,2
1398497,4,2,2
1398525,4,2,2
1398565,4,2,2
1398576,4,2,2
1398626,3,2,1
1398635,12,6,6
1398687,2,1,1
1398735,4,2,2
1398772,5,2,3
1398791,2,1,1
1398795,2,1,1
1398844,4,3,1
1398849,3,2,1
1398854,5,3,2
1398866,3,2,1
1398920,2,1,1
1398991,6,3,3
1399071,4,2,2
1399114,2,1,1
1399121,4,2,2
1399149,8,5,3
1399151,2,1,1
1399188,5,3,2
1399320,2,1,1
1399328,2,1,1
1399352,2,1,1
1399366,2,1,1
1399371,2,1,1
1399377,2,1,1
1399385,2,1,1
1399387,2,1,1
1399408,5,3,2
1399415,2,1,1
1399447,7,5,2
1399449,2,1,1
1399451,2,1,1
1399459,2,1,1
1399543,2,1,1
1399584,3,1,2
1399598,2,1,1
1399632,4,2,2
1399666,6,4,2
1399684,3,2,1
1399724,5,3,2
1399728,2,1,1
1399770,10,9,1
1399775,2,1,1
1399789,2,1,1
1399822,2,1,1
1399838,2,1,1
1399842,2,1,1
1399866,2,1,1
1399959,2,1,1
1400002,6,3,3
1400062,5,2,3
1400066,2,1,1
1400078,2,1,1
1400089,2,1,1
1400128,4,2,2
1400134,6,2,4
1400184,8,4,4
1400207,3,2,1
1400280,3,2,1
1400310,2,1,1
1400333,2,1,1
1400396,5,2,3
1400425,2,1,1
1400432,3,1,2
1400446,2,1,1
1400452,2,1,1
1400491,2,1,1
1400493,2,1,1
1400503,2,1,1
1400585,6,3,3
1400600,3,2,1
1400624,5,3,2
1400633,15,7,8
1400667,2,1,1
1400675,2,1,1
1400751,14,9,5
1400773,3,2,1
1400801,7,4,3
1400813,7,3,4
1400834,3,2,1
1400842,2,1,1
1400849,2,1,1
1400851,2,1,1
1400861,3,1,2
1400871,5,2,3
1400901,2,1,1
1400903,2,1,1
1400915,4,2,2
1400988,2,1,1
1401010,11,5,6
1401090,8,4,4
1401105,11,6,5
1401136,2,1,1
1401139,3,2,1
1401179,4,2,2
1401190,2,1,1
1401221,2,1,1
1401237,4,2,2
1401267,3,2,1
1401271,2,1,1
1401315,2,1,1
1401336,3,2,1
1401371,4,2,2
1401403,3,2,1
1401448,2,1,1
1401476,3,2,1
1401494,6,3,3
1401539,2,1,1
1401566,2,1,1
1401578,6,4,2
1401646,2,1,1
1401686,2,1,1
1401709,10,4,6
1401721,2,1,1
1401751,2,1,1
1401794,2,1,1
1401821,4,2,2
1401838,2,1,1
1401855,2,1,1
1401941,2,1,1
1401952,2,1,1
1401954,2,1,1
1401957,3,2,1
1401959,2,1,1
1402000,2,1,1
1402002,4,1,3
1402013,5,1,4
1402032,3,1,2
1402039,2,1,1
1402058,6,2,4
1402070,2,1,1
1402085,3,2,1
1402090,2,1,1
1402109,3,2,1
1402115,2,1,1
1402203,2,1,1
1402245,2,1,1
1402275,2,1,1
1402336,3,2,1
1402341,8,5,3
1402368,3,2,1
1402387,4,2,2
1402408,2,1,1
1402433,2,1,1
1402496,2,1,1
1402556,3,2,1
1402561,14,9,5
1402584,2,1,1
1402601,2,1,1
1402607,2,1,1
1402609,2,1,1
1402693,3,2,1
1402699,2,1,1
1402711,2,1,1
1402765,2,1,1
1402781,5,3,2
1402820,6,4,2
1402826,3,2,1
1402885,5,2,3
1402923,5,3,2
1402935,4,2,2
1402940,2,1,1
1402942,2,1,1
1402947,2,1,1
1402971,2,1,1
1402976,2,1,1
1402986,3,1,2
1403014,6,4,2
1403084,2,1,1
1403088,2,1,1
1403129,2,1,1
1403150,2,1,1
1403160,2,1,1
1403173,2,1,1
1403203,4,2,2
1403238,3,2,1
1403261,2,1,1
1403263,2,1,1
1403291,2,1,1
1403342,7,4,3
1403358,6,4,2
1403364,8,3,5
1403383,2,1,1
1403418,6,2,4
1403467,4,2,2
1403484,5,3,2
1403491,7,4,3
1403493,2,1,1
1403528,8,4,4
1403532,3,2,1
1403540,8,4,4
1403555,3,2,1
1403610,4,2,2
1403615,2,1,1
1403635,4,2,2
1403660,2,1,1
1403704,3,1,2
1403711,2,1,1
1403738,2,1,1
1403761,6,3,3
1403767,3,2,1
1403771,2,1,1
1403783,4,2,2
1403789,2,1,1
1403841,3,2,1
1403875,5,3,2
1403910,3,1,2
1403919,2,1,1
1403943,2,1,1
1403945,2,1,1
1403955,4,2,2
1403959,2,1,1
1404001,6,3,3
1404010,4,2,2
1404014,5,3,2
1404045,2,1,1
1404057,3,1,2
1404084,2,1,1
1404090,2,1,1
1404165,2,1,1
1404233,4,2,2
1404263,2,1,1
1404311,4,2,2
1404314,3,2,1
1404317,4,2,2
1404350,33,19,14
1404413,2,1,1
1404431,9,5,4
1404452,2,1,1
1404454,2,1,1
1404475,9,7,2
1404482,2,1,1
1404498,3,2,1
1404500,2,1,1
1404520,2,1,1
1404530,2,1,1
1404538,2,1,1
1404579,4,2,2
1404630,3,2,1
1404686,2,1,1
1404731,3,2,1
1404737,4,1,3
1404762,2,1,1
1404859,3,2,1
1404915,2,1,1
1404933,6,3,3
1404947,2,1,1
1404949,2,1,1
1404955,2,1,1
1404957,2,1,1
1404977,3,1,2
1405003,2,1,1
1405005,2,1,1
1405036,5,3,2
1405063,2,1,1
1405072,2,1,1
1405130,4,2,2
1405139,2,1,1
1405158,2,1,1
1405186,3,2,1
1405200,2,1,1
1405204,6,3,3
1405235,2,1,1
1405244,2,1,1
1405248,4,3,1
1405283,4,2,2
1405297,10,6,4
1405303,2,1,1
1405306,7,3,4
1405351,2,1,1
1405494,4,2,2
1405536,4,2,2
1405539,3,2,1
1405549,4,2,2
1405576,2,1,1
1405607,4,2,2
1405633,5,3,2
1405674,9,5,4
1405695,2,1,1
1405698,6,3,3
1405725,2,1,1
1405736,47,45,2
1405878,3,2,1
1405953,2,1,1
1406008,2,1,1
1406045,10,7,3
1406093,2,1,1
1406104,2,1,1
1406132,4,2,2
1406170,4,2,2
1406195,4,2,2
1406255,2,1,1
1406260,2,1,1
1406272,2,1,1
1406274,2,1,1
1406302,8,4,4
1406341,5,3,2
1406388,2,1,1
1406404,2,1,1
1406436,2,1,1
1406441,2,1,1
1406481,7,4,3
1406505,2,1,1
1406526,4,2,2
1406543,2,1,1
1406571,2,1,1
1406575,4,1,3
1406618,2,1,1
1406634,3,2,1
1406714,2,1,1
1406726,5,3,2
1406840,2,1,1
1406883,4,2,2
1406899,3,2,1
1406928,2,1,1
1406945,13,6,7
1406989,2,1,1
1407021,2,1,1
1407150,2,1,1
1407250,4,2,2
1407279,3,1,2
1407295,2,1,1
1407320,2,1,1
1407368,3,2,1
1407383,2,1,1
1407451,2,1,1
1407453,2,1,1
1407466,3,1,2
1407469,2,1,1
1407551,16,12,4
1407617,2,1,1
1407636,7,4,3
1407642,2,1,1
1407751,3,1,2
1407770,4,2,2
1407796,2,1,1
1407816,11,6,5
1407831,10,5,5
1407841,2,1,1
1407871,2,1,1
1407909,2,1,1
1407911,2,1,1
1407932,2,1,1
1407975,3,2,1
1408032,2,1,1
1408115,2,1,1
1408129,4,2,2
1408165,2,1,1
1408226,21,7,14
1408267,5,2,3
1408281,2,1,1
1408330,4,2,2
1408358,3,2,1
1408370,2,1,1
1408375,3,2,1
1408452,2,1,1
1408454,2,1,1
1408467,2,1,1
1408521,4,1,3
1408565,2,1,1
1408575,2,1,1
1408609,2,1,1
1408628,2,1,1
1408652,4,1,3
1408660,2,1,1
1408696,2,1,1
1408730,2,1,1
1408747,4,2,2
1408762,2,1,1
1408767,2,1,1
1408778,2,1,1
1408784,2,1,1
1408786,2,1,1
1408864,13,7,6
1408870,6,4,2
1408905,4,2,2
1408915,2,1,1
1408942,3,2,1
1408990,2,1,1
1408994,2,1,1
1409002,2,1,1
1409004,2,1,1
1409055,2,1,1
1409096,8,5,3
1409115,2,1,1
1409183,2,1,1
1409185,2,1,1
1409190,2,1,1
1409214,2,1,1
1409258,3,2,1
1409270,7,2,5
1409276,2,1,1
1409298,2,1,1
1409308,2,1,1
1409336,4,3,1
1409374,2,1,1
1409390,6,4,2
1409415,2,1,1
1409434,2,1,1
1409455,2,1,1
1409461,3,2,1
1409499,11,8,3
1409532,2,1,1
1409562,6,3,3
1409573,3,1,2
1409577,3,2,1
1409579,2,1,1
1409657,4,3,1
1409687,2,1,1
1409784,2,1,1
1409786,2,1,1
1409816,4,2,2
1409851,3,2,1
1409863,2,1,1
1409870,2,1,1
1409880,2,1,1
1409888,4,2,2
1409896,4,2,2
1409915,3,1,2
1409924,2,1,1
1409944,2,1,1
1409946,2,1,1
1410009,2,1,1
1410035,6,3,3
1410081,6,2,4
1410097,2,1,1
1410135,2,1,1
1410176,2,1,1
1410241,5,3,2
1410255,2,1,1
1410261,2,1,1
1410270,2,1,1
1410280,4,2,2
1410288,8,4,4
1410291,2,1,1
1410298,7,4,3
1410316,3,1,2
1410343,5,3,2
1410396,9,7,2
1410521,6,3,3
1410527,2,1,1
1410550,6,3,3
1410563,6,3,3
1410574,2,1,1
1410596,2,1,1
1410623,5,3,2
1410643,3,2,1
1410661,5,3,2
1410669,4,2,2
1410739,4,2,2
1410772,9,5,4
1410807,2,1,1
1410852,2,1,1
1410856,2,1,1
1410914,3,2,1
1410919,2,1,1
1410928,2,1,1
1410958,2,1,1
1410983,12,6,6
1410990,2,1,1
1410999,4,2,2
1411004,4,2,2
1411008,3,1,2
1411018,2,1,1
1411030,4,2,2
1411077,14,8,6
1411094,15,10,5
1411101,2,1,1
1411171,2,1,1
1411205,3,2,1
1411223,2,1,1
1411234,3,2,1
1411252,2,1,1
1411271,2,1,1
1411316,6,3,3
1411328,2,1,1
1411347,2,1,1
1411351,2,1,1
1411473,3,2,1
1411479,2,1,1
1411602,3,2,1
1411720,2,1,1
1411723,4,2,2
1411755,2,1,1
1412014,2,1,1
1412113,5,1,4
1412202,2,1,1
1412239,7,3,4
1412305,2,1,1
1412307,2,1,1
1412324,4,2,2
1412329,2,1,1
1412347,4,2,2
1412400,5,2,3
1412419,13,7,6
1412429,5,3,2
1412440,3,1,2
1412457,2,1,1
1412540,6,4,2
1412542,2,1,1
1412566,2,1,1
1412584,5,3,2
1412589,2,1,1
1412599,2,1,1
1412604,5,4,1
1412625,4,2,2
1412643,4,2,2
1412645,2,1,1
1412651,2,1,1
1412670,4,2,2
1412700,6,4,2
1412705,2,1,1
1412719,4,3,1
1412729,2,1,1
1412743,2,1,1
1412793,2,1,1
1412899,2,1,1
1412917,2,1,1
1412919,2,1,1
1412984,2,1,1
1412992,3,2,1
1412999,2,1,1
1413019,5,3,2
1413026,5,4,1
1413034,5,3,2
1413158,5,3,2
1413162,2,1,1
1413176,2,1,1
1413188,2,1,1
1413202,2,1,1
1413216,4,3,1
1413250,2,1,1
1413265,2,1,1
1413277,2,1,1
1413296,6,3,3
1413304,5,2,3
1413313,2,1,1
1413325,2,1,1
1413359,2,1,1
1413423,2,1,1
1413480,4,3,1
1413491,3,2,1
1413516,6,3,3
1413524,2,1,1
1413532,2,1,1
1413600,2,1,1
1413626,2,1,1
1413645,2,1,1
1413689,4,2,2
1413711,2,1,1
1413726,2,1,1
1413731,2,1,1
1413745,4,2,2
1413826,2,1,1
1413901,2,1,1
1413927,10,5,5
1413943,2,1,1
1413952,4,2,2
1413954,2,1,1
1413964,4,3,1
1414030,2,1,1
1414091,6,4,2
1414115,11,8,3
1414125,2,1,1
1414136,3,2,1
1414174,2,1,1
1414311,18,11,7
1414361,3,2,1
1414364,4,2,2
1414377,2,1,1
1414404,11,8,3
1414412,2,1,1
1414421,7,4,3
1414423,2,1,1
1414431,5,3,2
1414438,4,2,2
1414464,4,2,2
1414475,2,1,1
1414493,2,1,1
1414513,2,1,1
1414565,2,1,1
